Iteration [0], Loss: 0.10215834528207779
Iteration [1], Loss: 0.07755105197429657
Iteration [2], Loss: 0.057199735194444656
Iteration [3], Loss: 0.07638009637594223
Iteration [4], Loss: 0.07808529585599899
Iteration [5], Loss: 0.07176418602466583
Iteration [6], Loss: 0.06988426297903061
Iteration [7], Loss: 0.07722540944814682
Iteration [8], Loss: 0.06042974442243576
Iteration [9], Loss: 0.05817624554038048
Iteration [10], Loss: 0.054031409323215485
Iteration [11], Loss: 0.0696113258600235
Iteration [12], Loss: 0.07487266510725021
Iteration [13], Loss: 0.07373595237731934
Iteration [14], Loss: 0.07012346386909485
Iteration [15], Loss: 0.06878447532653809
Iteration [16], Loss: 0.0718090832233429
Iteration [17], Loss: 0.07139091938734055
Iteration [18], Loss: 0.06002960726618767
Iteration [19], Loss: 0.07584664970636368
Iteration [20], Loss: 0.06116505712270737
Iteration [21], Loss: 0.060888517647981644
Iteration [22], Loss: 0.055792368948459625
Iteration [23], Loss: 0.04685210436582565
Iteration [24], Loss: 0.05741158127784729
Iteration [25], Loss: 0.056938331574201584
Iteration [26], Loss: 0.06254064291715622
Iteration [27], Loss: 0.06421848386526108
Iteration [28], Loss: 0.060259122401475906
Iteration [29], Loss: 0.05125505477190018
Iteration [30], Loss: 0.05744241923093796
Iteration [31], Loss: 0.05926364287734032
Iteration [32], Loss: 0.06597280502319336
Iteration [33], Loss: 0.0516585037112236
Iteration [34], Loss: 0.06501185148954391
Iteration [35], Loss: 0.060086753219366074
Iteration [36], Loss: 0.06230948120355606
Iteration [37], Loss: 0.05594763532280922
Iteration [38], Loss: 0.07278873771429062
Iteration [39], Loss: 0.05919782817363739
Iteration [40], Loss: 0.057921335101127625
Iteration [41], Loss: 0.05526603385806084
Iteration [42], Loss: 0.06043858453631401
Iteration [43], Loss: 0.060654789209365845
Iteration [44], Loss: 0.05044953525066376
Iteration [45], Loss: 0.0550977848470211
Iteration [46], Loss: 0.05063464492559433
Iteration [47], Loss: 0.0635230615735054
Iteration [48], Loss: 0.06319976598024368
Iteration [49], Loss: 0.05491969361901283
Iteration [50], Loss: 0.052904289215803146
Iteration [51], Loss: 0.05872923135757446
Iteration [52], Loss: 0.04661901667714119
Iteration [53], Loss: 0.05831575766205788
Iteration [54], Loss: 0.057255640625953674
Iteration [55], Loss: 0.045685775578022
Iteration [56], Loss: 0.04902933910489082
Iteration [57], Loss: 0.05488050729036331
Iteration [58], Loss: 0.04239104315638542
Iteration [59], Loss: 0.03497159108519554
Iteration [60], Loss: 0.06343692541122437
Iteration [61], Loss: 0.04608830064535141
Iteration [62], Loss: 0.049086082726716995
Iteration [63], Loss: 0.051303260028362274
Iteration [64], Loss: 0.05201198160648346
Iteration [65], Loss: 0.04585368186235428
Iteration [66], Loss: 0.04475081339478493
Iteration [67], Loss: 0.04445967078208923
Iteration [68], Loss: 0.044550586491823196
Iteration [69], Loss: 0.03345216438174248
Iteration [70], Loss: 0.04423615708947182
Iteration [71], Loss: 0.03988590091466904
Iteration [72], Loss: 0.037220049649477005
Iteration [73], Loss: 0.030532503500580788
Iteration [74], Loss: 0.03811180219054222
Iteration [75], Loss: 0.03416803851723671
Iteration [76], Loss: 0.038709856569767
Iteration [77], Loss: 0.028565697371959686
Iteration [78], Loss: 0.032700102776288986
Iteration [79], Loss: 0.03242183476686478
Iteration [80], Loss: 0.0319165475666523
Iteration [81], Loss: 0.03438735380768776
Iteration [82], Loss: 0.028483130037784576
Iteration [83], Loss: 0.028164749965071678
Iteration [84], Loss: 0.02729623205959797
Iteration [85], Loss: 0.028862440958619118
Iteration [86], Loss: 0.02544884942471981
Iteration [87], Loss: 0.028098512440919876
Iteration [88], Loss: 0.027613839134573936
Iteration [89], Loss: 0.028969528153538704
Iteration [90], Loss: 0.022887855768203735
Iteration [91], Loss: 0.02668602764606476
Iteration [92], Loss: 0.027075741440057755
Iteration [93], Loss: 0.028716793283820152
Iteration [94], Loss: 0.02462572418153286
Iteration [95], Loss: 0.030284738168120384
Iteration [96], Loss: 0.028763078153133392
Iteration [97], Loss: 0.028536874800920486
Iteration [98], Loss: 0.02673749253153801
Iteration [99], Loss: 0.02412283979356289
