
689 1024 (689, 1024)
Iteration [0], Loss: 0.1012013852596283
Iteration [0], Loss: 0.09904371201992035
Iteration [0], Loss: 0.08546609431505203
Iteration [0], Loss: 0.07378758490085602
Iteration [0], Loss: 0.05817360803484917
Iteration [0], Loss: 0.056844890117645264
Iteration [0], Loss: 0.05387040972709656
Iteration [0], Loss: 0.04578234627842903
Iteration [0], Loss: 0.045826371759176254
Iteration [0], Loss: 0.049809530377388
Iteration [0], Loss: 0.042714208364486694
Iteration [0], Loss: 0.04296458140015602
Iteration [0], Loss: 0.0416245199739933
Iteration [0], Loss: 0.03951112553477287
Iteration [0], Loss: 0.038824956864118576
Iteration [0], Loss: 0.03892520070075989
Iteration [0], Loss: 0.03879716992378235
Iteration [0], Loss: 0.03770575672388077
Iteration [0], Loss: 0.03576188534498215
Iteration [0], Loss: 0.03501993790268898
Iteration [0], Loss: 0.034338682889938354
Iteration [0], Loss: 0.033387694507837296
Iteration [0], Loss: 0.032865218818187714
Iteration [0], Loss: 0.032097987830638885
Iteration [0], Loss: 0.032987676560878754
Iteration [0], Loss: 0.03162071481347084
Iteration [0], Loss: 0.03177278861403465
Iteration [0], Loss: 0.030068278312683105
Iteration [0], Loss: 0.030218500643968582
Iteration [0], Loss: 0.03112528659403324
Iteration [0], Loss: 0.03150579333305359
Iteration [0], Loss: 0.03101522848010063
Iteration [0], Loss: 0.03112039715051651
Iteration [0], Loss: 0.02858947403728962
Iteration [0], Loss: 0.02852715738117695
Iteration [0], Loss: 0.03109949827194214
Iteration [0], Loss: 0.027676280587911606
Iteration [0], Loss: 0.028842438012361526
Iteration [0], Loss: 0.028822848573327065
Iteration [0], Loss: 0.0289352647960186
Iteration [0], Loss: 0.029475878924131393
Iteration [0], Loss: 0.026123682036995888
Iteration [0], Loss: 0.02707495540380478
Iteration [0], Loss: 0.026177817955613136
Iteration [0], Loss: 0.026393909007310867
Iteration [0], Loss: 0.026600085198879242
Iteration [0], Loss: 0.02698419615626335
Iteration [0], Loss: 0.025973118841648102
Iteration [0], Loss: 0.02732986770570278
Iteration [0], Loss: 0.02723567746579647
Iteration [0], Loss: 0.025557255372405052
Iteration [0], Loss: 0.025244181975722313
Iteration [0], Loss: 0.024608662351965904
Iteration [0], Loss: 0.023676954209804535
Iteration [0], Loss: 0.025189846754074097
Iteration [0], Loss: 0.025165019556879997
Iteration [0], Loss: 0.024680092930793762
Iteration [0], Loss: 0.022748291492462158
Iteration [0], Loss: 0.024822289124131203
Iteration [0], Loss: 0.023492880165576935
Iteration [0], Loss: 0.02278674766421318
Iteration [0], Loss: 0.022915596142411232
Iteration [0], Loss: 0.022923389449715614
Iteration [0], Loss: 0.021556543186306953
Iteration [0], Loss: 0.022949151694774628
Iteration [0], Loss: 0.021108390763401985
Iteration [0], Loss: 0.021993156522512436
Iteration [0], Loss: 0.02065589837729931
Iteration [0], Loss: 0.02135583944618702
Iteration [0], Loss: 0.02143961191177368
Iteration [0], Loss: 0.020874565467238426
Iteration [0], Loss: 0.0207465048879385
Iteration [0], Loss: 0.022076042369008064
Iteration [0], Loss: 0.024333875626325607
Iteration [0], Loss: 0.02077338472008705
Iteration [0], Loss: 0.020572153851389885
Iteration [0], Loss: 0.021533967927098274
Iteration [0], Loss: 0.018475353717803955
Iteration [0], Loss: 0.021015018224716187
Iteration [0], Loss: 0.020663317292928696
Iteration [0], Loss: 0.019923582673072815
Iteration [0], Loss: 0.019680019468069077
Iteration [0], Loss: 0.02013169415295124
Iteration [0], Loss: 0.0192191731184721
Iteration [0], Loss: 0.019050858914852142
Iteration [0], Loss: 0.01921881176531315
Iteration [0], Loss: 0.01727120764553547
Iteration [0], Loss: 0.018631383776664734
Iteration [0], Loss: 0.017824893817305565
Iteration [0], Loss: 0.019232582300901413
Iteration [0], Loss: 0.01770445704460144
Iteration [0], Loss: 0.01790771819651127
Iteration [0], Loss: 0.017563747242093086
Iteration [0], Loss: 0.017109107226133347
Iteration [0], Loss: 0.016559811308979988
Iteration [0], Loss: 0.016670813784003258
Iteration [0], Loss: 0.015954894945025444
Iteration [0], Loss: 0.016090152785182
Iteration [0], Loss: 0.015900643542408943
Iteration [0], Loss: 0.016276784241199493
Iteration [0], Loss: 0.017386455088853836
Iteration [0], Loss: 0.01607898809015751
Iteration [0], Loss: 0.01567848213016987
Iteration [0], Loss: 0.016839049756526947
Iteration [0], Loss: 0.016619445756077766
Iteration [0], Loss: 0.015691718086600304
Iteration [0], Loss: 0.0152143444865942
Iteration [0], Loss: 0.015005323104560375
Iteration [0], Loss: 0.014648901298642159
Iteration [0], Loss: 0.014495452865958214
Iteration [0], Loss: 0.014573288150131702
Iteration [0], Loss: 0.014646201394498348
Iteration [0], Loss: 0.014053178951144218
Iteration [0], Loss: 0.014149139635264874
Iteration [0], Loss: 0.01311391219496727
Iteration [0], Loss: 0.014266080223023891
Iteration [0], Loss: 0.013755233027040958
Iteration [0], Loss: 0.014148489572107792
Iteration [0], Loss: 0.013425266370177269
Iteration [0], Loss: 0.014294133521616459
Iteration [0], Loss: 0.012732909061014652
Iteration [0], Loss: 0.01467109564691782
Iteration [0], Loss: 0.013709558174014091
Iteration [0], Loss: 0.014196639880537987
Iteration [0], Loss: 0.012499958276748657
Iteration [0], Loss: 0.014532082714140415
Iteration [0], Loss: 0.01284098718315363
Iteration [0], Loss: 0.01487034559249878
Iteration [0], Loss: 0.012565399520099163
Iteration [0], Loss: 0.012448177672922611
Iteration [0], Loss: 0.012614918872714043
Iteration [0], Loss: 0.011844107881188393
Iteration [0], Loss: 0.012067052535712719
Iteration [0], Loss: 0.01295922789722681
Iteration [0], Loss: 0.013500651344656944
Iteration [0], Loss: 0.011756070889532566
Iteration [0], Loss: 0.014028852805495262
Iteration [0], Loss: 0.012223887257277966
Iteration [0], Loss: 0.013399633578956127
Iteration [0], Loss: 0.011894891038537025
Iteration [0], Loss: 0.01332023274153471
Iteration [0], Loss: 0.012656176462769508
Iteration [0], Loss: 0.011226995848119259
Iteration [0], Loss: 0.012885225005447865
Iteration [0], Loss: 0.012895017862319946
Iteration [0], Loss: 0.010938077233731747
Iteration [0], Loss: 0.012129316106438637
Iteration [0], Loss: 0.01068758126348257
Iteration [0], Loss: 0.011557304300367832
Iteration [0], Loss: 0.011988617479801178
Iteration [0], Loss: 0.012629504315555096
Iteration [0], Loss: 0.0113188112154603
Iteration [0], Loss: 0.011836755089461803
Iteration [0], Loss: 0.012936338782310486
Iteration [0], Loss: 0.013403425924479961
Iteration [0], Loss: 0.01253159623593092
Iteration [0], Loss: 0.012543050572276115
Iteration [0], Loss: 0.01014215312898159
Iteration [0], Loss: 0.011318848468363285
Iteration [0], Loss: 0.011046873405575752
Iteration [0], Loss: 0.010787026956677437
Iteration [0], Loss: 0.01052208710461855
Iteration [0], Loss: 0.010305552743375301
Iteration [0], Loss: 0.010277939960360527
Iteration [0], Loss: 0.012302982620894909
Iteration [0], Loss: 0.010627038776874542
Iteration [0], Loss: 0.009879663586616516
Iteration [0], Loss: 0.010824653320014477
Iteration [0], Loss: 0.009487362578511238
Iteration [0], Loss: 0.010044470429420471
Iteration [0], Loss: 0.009075269103050232
Iteration [0], Loss: 0.009348001331090927
Iteration [0], Loss: 0.01020666304975748
Iteration [0], Loss: 0.008830158971250057
Iteration [0], Loss: 0.008700395002961159
Iteration [0], Loss: 0.008635717444121838
Iteration [0], Loss: 0.00921187736093998
Iteration [0], Loss: 0.008860109373927116
Iteration [0], Loss: 0.008501807227730751
Iteration [0], Loss: 0.008778661489486694
Iteration [0], Loss: 0.008051562123000622
Iteration [0], Loss: 0.008479008451104164
Iteration [0], Loss: 0.008232062682509422
Iteration [0], Loss: 0.007922179996967316
Iteration [0], Loss: 0.008072926662862301
Iteration [0], Loss: 0.007890859618782997
Iteration [0], Loss: 0.008285272866487503
Iteration [0], Loss: 0.008075994439423084
Iteration [0], Loss: 0.00864238291978836
Iteration [0], Loss: 0.007973062805831432
Iteration [0], Loss: 0.008299587294459343
Iteration [0], Loss: 0.007599338423460722
Iteration [0], Loss: 0.009722371585667133
Iteration [0], Loss: 0.00819390732795
Iteration [0], Loss: 0.009174972772598267
Iteration [0], Loss: 0.008901813067495823
Iteration [0], Loss: 0.009723328053951263
Iteration [0], Loss: 0.010194102302193642
Iteration [0], Loss: 0.009350284934043884
Iteration [0], Loss: 0.0098801264539361
Iteration [0], Loss: 0.009475057013332844
Iteration [0], Loss: 0.00803113728761673
Iteration [0], Loss: 0.008717970922589302
Iteration [0], Loss: 0.009043226949870586
Iteration [0], Loss: 0.008532675914466381
Iteration [0], Loss: 0.008515683934092522
Iteration [0], Loss: 0.007740354631096125
Iteration [0], Loss: 0.007985376752912998
Iteration [0], Loss: 0.007508343085646629
Iteration [0], Loss: 0.008141497150063515
Iteration [0], Loss: 0.007738055661320686
Iteration [0], Loss: 0.007064139936119318
Iteration [0], Loss: 0.008600708097219467
