689 1024 (689, 1024)
Iteration [0], Loss: 0.10304200649261475
Iteration [0], Loss: 0.16314001381397247
Iteration [0], Loss: 0.08205485343933105
Iteration [0], Loss: 0.09136718511581421
Iteration [0], Loss: 0.09196436405181885
Iteration [0], Loss: 0.08795201033353806
Iteration [0], Loss: 0.07849206775426865
Iteration [0], Loss: 0.07068050652742386
Iteration [0], Loss: 0.06783567368984222
Iteration [0], Loss: 0.0685228630900383
Iteration [0], Loss: 0.06517826020717621
Iteration [0], Loss: 0.055799808353185654
Iteration [0], Loss: 0.052226003259420395
Iteration [0], Loss: 0.053576089441776276
Iteration [0], Loss: 0.05147324129939079
Iteration [0], Loss: 0.05079277977347374
Iteration [0], Loss: 0.04761003702878952
Iteration [0], Loss: 0.0465170182287693
Iteration [0], Loss: 0.0452004000544548
Iteration [0], Loss: 0.0440288707613945
Iteration [0], Loss: 0.04269108176231384
Iteration [0], Loss: 0.0393185019493103
Iteration [0], Loss: 0.03867766261100769
Iteration [0], Loss: 0.037856828421354294
Iteration [0], Loss: 0.0347757488489151
Iteration [0], Loss: 0.033321164548397064
Iteration [0], Loss: 0.03312480077147484
Iteration [0], Loss: 0.03170878067612648
Iteration [0], Loss: 0.031044088304042816
Iteration [0], Loss: 0.029370080679655075
Iteration [0], Loss: 0.028610702604055405
Iteration [0], Loss: 0.026802944019436836
Iteration [0], Loss: 0.025781912729144096
Iteration [0], Loss: 0.025543859228491783
Iteration [0], Loss: 0.025280913338065147
Iteration [0], Loss: 0.024373937398195267
Iteration [0], Loss: 0.02342979423701763
Iteration [0], Loss: 0.02296900376677513
Iteration [0], Loss: 0.02250819094479084
Iteration [0], Loss: 0.02228483185172081
Iteration [0], Loss: 0.02046980895102024
Iteration [0], Loss: 0.020290344953536987
Iteration [0], Loss: 0.019548621028661728
Iteration [0], Loss: 0.01983562484383583
Iteration [0], Loss: 0.01834416575729847
Iteration [0], Loss: 0.017760086804628372
Iteration [0], Loss: 0.017549075186252594
Iteration [0], Loss: 0.01745077408850193
Iteration [0], Loss: 0.0165666863322258
Iteration [0], Loss: 0.016100505366921425
Iteration [0], Loss: 0.015561499632894993
Iteration [0], Loss: 0.01575462333858013
Iteration [0], Loss: 0.015063713304698467
Iteration [0], Loss: 0.014450197108089924
Iteration [0], Loss: 0.014471023343503475
Iteration [0], Loss: 0.013285680674016476
Iteration [0], Loss: 0.013812233693897724
Iteration [0], Loss: 0.013507429510354996
Iteration [0], Loss: 0.012991471216082573
Iteration [0], Loss: 0.011929920874536037
Iteration [0], Loss: 0.01224888302385807
Iteration [0], Loss: 0.011412780731916428
Iteration [0], Loss: 0.01091392058879137
Iteration [0], Loss: 0.010960805229842663
Iteration [0], Loss: 0.010363682173192501
Iteration [0], Loss: 0.010635429993271828
Iteration [0], Loss: 0.010033579543232918
Iteration [0], Loss: 0.009737975895404816
Iteration [0], Loss: 0.00926822517067194
Iteration [0], Loss: 0.009369350038468838
Iteration [0], Loss: 0.009210905060172081
Iteration [0], Loss: 0.008829156868159771
Iteration [0], Loss: 0.008883744478225708
Iteration [0], Loss: 0.008487490005791187
Iteration [0], Loss: 0.008084269240498543
Iteration [0], Loss: 0.008147935383021832
Iteration [0], Loss: 0.007866259664297104
Iteration [0], Loss: 0.007591616827994585
Iteration [0], Loss: 0.0073486859910190105
Iteration [0], Loss: 0.00798103865236044
Iteration [0], Loss: 0.006984026171267033
Iteration [0], Loss: 0.006936752703040838
Iteration [0], Loss: 0.007162278983741999
Iteration [0], Loss: 0.007145234849303961
Iteration [0], Loss: 0.006729503627866507
Iteration [0], Loss: 0.0070330481976270676
Iteration [0], Loss: 0.006246951408684254
Iteration [0], Loss: 0.006022007204592228
Iteration [0], Loss: 0.006176874041557312
Iteration [0], Loss: 0.006140019744634628
Iteration [0], Loss: 0.006145151797682047
Iteration [0], Loss: 0.006266552954912186
Iteration [0], Loss: 0.006179365795105696
Iteration [0], Loss: 0.006223985459655523
Iteration [0], Loss: 0.005814525298774242
Iteration [0], Loss: 0.0059137470088899136
Iteration [0], Loss: 0.005826128646731377
Iteration [0], Loss: 0.005610927939414978
Iteration [0], Loss: 0.005710088647902012
Iteration [0], Loss: 0.005938909016549587
Iteration [0], Loss: 0.0053194183856248856
Iteration [0], Loss: 0.005416525527834892
Iteration [0], Loss: 0.005185251124203205
Iteration [0], Loss: 0.005502436775714159
Iteration [0], Loss: 0.005853989627212286
Iteration [0], Loss: 0.005270108580589294
Iteration [0], Loss: 0.005580235738307238
Iteration [0], Loss: 0.005800819024443626
Iteration [0], Loss: 0.005450734868645668
Iteration [0], Loss: 0.005282499361783266
Iteration [0], Loss: 0.005464460235089064
Iteration [0], Loss: 0.005923648364841938
Iteration [0], Loss: 0.005217049270868301
Iteration [0], Loss: 0.005211880896240473
Iteration [0], Loss: 0.005319311749190092
Iteration [0], Loss: 0.004886597394943237
Iteration [0], Loss: 0.0054149385541677475
Iteration [0], Loss: 0.00525689497590065
Iteration [0], Loss: 0.005138252396136522
Iteration [0], Loss: 0.004854858852922916
Iteration [0], Loss: 0.004605615511536598
Iteration [0], Loss: 0.004949276801198721
Iteration [0], Loss: 0.004892535507678986
Iteration [0], Loss: 0.004680596757680178
Iteration [0], Loss: 0.004607877228409052
Iteration [0], Loss: 0.0044846185483038425
Iteration [0], Loss: 0.004684233572334051
Iteration [0], Loss: 0.004525570198893547
Iteration [0], Loss: 0.004687393084168434
Iteration [0], Loss: 0.004585837479680777
Iteration [0], Loss: 0.00448720995336771
Iteration [0], Loss: 0.004801199305802584
Iteration [0], Loss: 0.0044948444701731205
Iteration [0], Loss: 0.00457797572016716
Iteration [0], Loss: 0.004225712735205889
Iteration [0], Loss: 0.004431753885000944
Iteration [0], Loss: 0.004220194648951292
Iteration [0], Loss: 0.004386699292808771
Iteration [0], Loss: 0.0043840305879712105
Iteration [0], Loss: 0.0042496551759541035
Iteration [0], Loss: 0.004084810148924589
Iteration [0], Loss: 0.0043845451436936855
Iteration [0], Loss: 0.00410508643835783
Iteration [0], Loss: 0.00425902521237731
Iteration [0], Loss: 0.004384104162454605
Iteration [0], Loss: 0.004277339670807123
Iteration [0], Loss: 0.004412374459207058
Iteration [0], Loss: 0.004291421268135309
Iteration [0], Loss: 0.004210019949823618
Iteration [0], Loss: 0.0042856475338339806
Iteration [0], Loss: 0.004380402620881796
Iteration [0], Loss: 0.004167833365499973
Iteration [0], Loss: 0.0043312483467161655
Iteration [0], Loss: 0.0046303486451506615
Iteration [0], Loss: 0.00419308478012681
Iteration [0], Loss: 0.004191788379102945
Iteration [0], Loss: 0.004562030080705881
Iteration [0], Loss: 0.004099235404282808
Iteration [0], Loss: 0.004272466525435448
Iteration [0], Loss: 0.004360279534012079
Iteration [0], Loss: 0.00413411483168602
Iteration [0], Loss: 0.004092811141163111
Iteration [0], Loss: 0.003997531719505787
Iteration [0], Loss: 0.00415563490241766
Iteration [0], Loss: 0.004067526664584875
Iteration [0], Loss: 0.004048917442560196
