Iteration [0], Loss: 0.08071523159742355
Iteration [1], Loss: 0.058324184268713
Iteration [2], Loss: 0.06272873282432556
Iteration [3], Loss: 0.0733623057603836
Iteration [4], Loss: 0.061458684504032135
Iteration [5], Loss: 0.06427304446697235
Iteration [6], Loss: 0.07288381457328796
Iteration [7], Loss: 0.05879015848040581
Iteration [8], Loss: 0.05410366505384445
Iteration [9], Loss: 0.06425175815820694
Iteration [10], Loss: 0.06651680171489716
Iteration [11], Loss: 0.07698781788349152
Iteration [12], Loss: 0.06912311166524887
Iteration [13], Loss: 0.06981191784143448
Iteration [14], Loss: 0.057677362114191055
Iteration [15], Loss: 0.06476257741451263
Iteration [16], Loss: 0.067739337682724
Iteration [17], Loss: 0.07224048674106598
Iteration [18], Loss: 0.06203537434339523
Iteration [19], Loss: 0.07079121470451355
Iteration [20], Loss: 0.07397491484880447
Iteration [21], Loss: 0.07148756831884384
Iteration [22], Loss: 0.06320730596780777
Iteration [23], Loss: 0.06498675048351288
Iteration [24], Loss: 0.05891246348619461
Iteration [25], Loss: 0.060959622263908386
Iteration [26], Loss: 0.052879996597766876
Iteration [27], Loss: 0.05994843691587448
Iteration [28], Loss: 0.062437016516923904
Iteration [29], Loss: 0.05306291580200195
Iteration [30], Loss: 0.06235441938042641
Iteration [31], Loss: 0.04785585030913353
Iteration [32], Loss: 0.06044870242476463
Iteration [33], Loss: 0.05697134509682655
Iteration [34], Loss: 0.05785713344812393
Iteration [35], Loss: 0.06557724624872208
Iteration [36], Loss: 0.05567134916782379
Iteration [37], Loss: 0.05063463747501373
Iteration [38], Loss: 0.06200021877884865
Iteration [39], Loss: 0.04447563365101814
Iteration [40], Loss: 0.049438346177339554
Iteration [41], Loss: 0.048718880861997604
Iteration [42], Loss: 0.0491516999900341
Iteration [43], Loss: 0.052648723125457764
Iteration [44], Loss: 0.051941778510808945
Iteration [45], Loss: 0.04881246015429497
Iteration [46], Loss: 0.03908615931868553
Iteration [47], Loss: 0.0630890503525734
Iteration [48], Loss: 0.04108297452330589
Iteration [49], Loss: 0.0428345650434494
Iteration [50], Loss: 0.041484832763671875
Iteration [51], Loss: 0.044512584805488586
Iteration [52], Loss: 0.04391729459166527
Iteration [53], Loss: 0.0390583761036396
Iteration [54], Loss: 0.03668379411101341
Iteration [55], Loss: 0.04044974595308304
Iteration [56], Loss: 0.04469018429517746
Iteration [57], Loss: 0.045520100742578506
Iteration [58], Loss: 0.03213759884238243
Iteration [59], Loss: 0.044975683093070984
Iteration [60], Loss: 0.050820041447877884
Iteration [61], Loss: 0.03290616720914841
Iteration [62], Loss: 0.04543278366327286
Iteration [63], Loss: 0.03914056345820427
Iteration [64], Loss: 0.037222277373075485
Iteration [65], Loss: 0.0442461334168911
Iteration [66], Loss: 0.046328652650117874
Iteration [67], Loss: 0.031481239944696426
Iteration [68], Loss: 0.034215085208415985
Iteration [69], Loss: 0.03307156637310982
Iteration [70], Loss: 0.03952179476618767
Iteration [71], Loss: 0.03149046003818512
Iteration [72], Loss: 0.03471668064594269
Iteration [73], Loss: 0.030879106372594833
Iteration [74], Loss: 0.032149963080883026
Iteration [75], Loss: 0.03194309398531914
Iteration [76], Loss: 0.033160097897052765
Iteration [77], Loss: 0.03169796243309975
Iteration [78], Loss: 0.035335611552000046
Iteration [79], Loss: 0.032479580491781235
Iteration [80], Loss: 0.03507399186491966
Iteration [81], Loss: 0.029101669788360596
Iteration [82], Loss: 0.02900685742497444
Iteration [83], Loss: 0.026282530277967453
Iteration [84], Loss: 0.022316301241517067
Iteration [85], Loss: 0.0303161833435297
Iteration [86], Loss: 0.0322503037750721
Iteration [87], Loss: 0.02402750588953495
Iteration [88], Loss: 0.02734716795384884
Iteration [89], Loss: 0.0280529223382473
Iteration [90], Loss: 0.0227158535271883
Iteration [91], Loss: 0.023995211347937584
Iteration [92], Loss: 0.02564397267997265
Iteration [93], Loss: 0.03306908532977104
Iteration [94], Loss: 0.028873620554804802
Iteration [95], Loss: 0.024632975459098816
Iteration [96], Loss: 0.031414944678545
Iteration [97], Loss: 0.028307467699050903
Iteration [98], Loss: 0.02141483873128891
