689 1024 (689, 1024)
Iteration [0], Loss: 0.10111691057682037
Iteration [0], Loss: 0.11465738713741302
Iteration [0], Loss: 0.08496769517660141
Iteration [0], Loss: 0.091490238904953
Iteration [0], Loss: 0.09200475364923477
Iteration [0], Loss: 0.08977019041776657
Iteration [0], Loss: 0.08384758234024048
Iteration [0], Loss: 0.07361060380935669
Iteration [0], Loss: 0.06601143628358841
Iteration [0], Loss: 0.06664149463176727
Iteration [0], Loss: 0.06959234178066254
Iteration [0], Loss: 0.06264083087444305
Iteration [0], Loss: 0.05570976808667183
Iteration [0], Loss: 0.05347928777337074
Iteration [0], Loss: 0.052324194461107254
Iteration [0], Loss: 0.054630931466817856
Iteration [0], Loss: 0.0498390719294548
Iteration [0], Loss: 0.04759903624653816
Iteration [0], Loss: 0.04848753288388252
Iteration [0], Loss: 0.04792271554470062
Iteration [0], Loss: 0.04674562066793442
Iteration [0], Loss: 0.04476509243249893
Iteration [0], Loss: 0.0436098538339138
Iteration [0], Loss: 0.04086846485733986
Iteration [0], Loss: 0.04050781577825546
Iteration [0], Loss: 0.039439063519239426
Iteration [0], Loss: 0.037939731031656265
Iteration [0], Loss: 0.0360909104347229
Iteration [0], Loss: 0.035287998616695404
Iteration [0], Loss: 0.034299496561288834
Iteration [0], Loss: 0.031859591603279114
Iteration [0], Loss: 0.030758162960410118
Iteration [0], Loss: 0.030198145657777786
Iteration [0], Loss: 0.029910488054156303
Iteration [0], Loss: 0.028475379571318626
Iteration [0], Loss: 0.02762726880609989
Iteration [0], Loss: 0.02626504749059677
Iteration [0], Loss: 0.026074271649122238
Iteration [0], Loss: 0.02501869760453701
Iteration [0], Loss: 0.025172676891088486
Iteration [0], Loss: 0.024125581607222557
Iteration [0], Loss: 0.023721272125840187
Iteration [0], Loss: 0.02299083210527897
Iteration [0], Loss: 0.022253066301345825
Iteration [0], Loss: 0.022727016359567642
Iteration [0], Loss: 0.021925603970885277
Iteration [0], Loss: 0.021636294201016426
Iteration [0], Loss: 0.021081775426864624
Iteration [0], Loss: 0.0204599779099226
Iteration [0], Loss: 0.01979442499577999
Iteration [0], Loss: 0.01903560385107994
Iteration [0], Loss: 0.018081994727253914
Iteration [0], Loss: 0.017832783982157707
Iteration [0], Loss: 0.017750415951013565
Iteration [0], Loss: 0.017129065468907356
Iteration [0], Loss: 0.01638590544462204
Iteration [0], Loss: 0.01524799969047308
Iteration [0], Loss: 0.015081738121807575
Iteration [0], Loss: 0.014735874719917774
Iteration [0], Loss: 0.013503209687769413
Iteration [0], Loss: 0.013565877452492714
Iteration [0], Loss: 0.012761615216732025
Iteration [0], Loss: 0.012533674947917461
Iteration [0], Loss: 0.012011444196105003
Iteration [0], Loss: 0.011977170594036579
Iteration [0], Loss: 0.011285723187029362
Iteration [0], Loss: 0.010656998492777348
Iteration [0], Loss: 0.010835669003427029
Iteration [0], Loss: 0.010236060246825218
Iteration [0], Loss: 0.009929667226970196
Iteration [0], Loss: 0.009620909579098225
Iteration [0], Loss: 0.009442665614187717
Iteration [0], Loss: 0.009625568054616451
Iteration [0], Loss: 0.008995894342660904
Iteration [0], Loss: 0.00950788613408804
Iteration [0], Loss: 0.010127229616045952
Iteration [0], Loss: 0.00888429582118988
Iteration [0], Loss: 0.008596577681601048
Iteration [0], Loss: 0.008604162372648716
Iteration [0], Loss: 0.00835504662245512
Iteration [0], Loss: 0.00772436847910285
Iteration [0], Loss: 0.007926063612103462
Iteration [0], Loss: 0.008280948735773563
Iteration [0], Loss: 0.00762987369671464
Iteration [0], Loss: 0.007034049369394779
Iteration [0], Loss: 0.006830258294939995
Iteration [0], Loss: 0.006898875813931227
Iteration [0], Loss: 0.006558393593877554
Iteration [0], Loss: 0.006716246251016855
Iteration [0], Loss: 0.006519717164337635
Iteration [0], Loss: 0.006598575972020626
Iteration [0], Loss: 0.006453711073845625
Iteration [0], Loss: 0.006227381993085146
Iteration [0], Loss: 0.0061830016784369946
Iteration [0], Loss: 0.0062203481793403625
Iteration [0], Loss: 0.0059691001661121845
Iteration [0], Loss: 0.005774961784482002
Iteration [0], Loss: 0.006139937788248062
Iteration [0], Loss: 0.0059586986899375916
Iteration [0], Loss: 0.006125190295279026
Iteration [0], Loss: 0.005763762630522251
Iteration [0], Loss: 0.00604809308424592
Iteration [0], Loss: 0.005819334648549557
Iteration [0], Loss: 0.005641125608235598
Iteration [0], Loss: 0.0052842991426587105
Iteration [0], Loss: 0.005197177175432444
Iteration [0], Loss: 0.0055868783965706825
Iteration [0], Loss: 0.005608725361526012
Iteration [0], Loss: 0.005685743410140276
Iteration [0], Loss: 0.005273388233035803
Iteration [0], Loss: 0.005504644941538572
Iteration [0], Loss: 0.006134677212685347
Iteration [0], Loss: 0.005751460790634155
Iteration [0], Loss: 0.005546807311475277
Iteration [0], Loss: 0.005019821226596832
Iteration [0], Loss: 0.005487646907567978
Iteration [0], Loss: 0.005322722252458334
Iteration [0], Loss: 0.005037391092628241
Iteration [0], Loss: 0.00530808512121439
Iteration [0], Loss: 0.006349217612296343
Iteration [0], Loss: 0.005085475742816925
Iteration [0], Loss: 0.0051878816448152065
Iteration [0], Loss: 0.005757683422416449
Iteration [0], Loss: 0.005066351033747196
Iteration [0], Loss: 0.004775349050760269
Iteration [0], Loss: 0.004809559788554907
Iteration [0], Loss: 0.004681789316236973
Iteration [0], Loss: 0.0045482683926820755
Iteration [0], Loss: 0.004680451471358538
Iteration [0], Loss: 0.004745581187307835
Iteration [0], Loss: 0.004933600779622793
Iteration [0], Loss: 0.004635041579604149
Iteration [0], Loss: 0.004732907749712467
Iteration [0], Loss: 0.004818235523998737
Iteration [0], Loss: 0.00470755947753787
Iteration [0], Loss: 0.004640092141926289
Iteration [0], Loss: 0.00468685757368803
Iteration [0], Loss: 0.004387838765978813
Iteration [0], Loss: 0.004639734048396349
Iteration [0], Loss: 0.004745943937450647
Iteration [0], Loss: 0.004133876413106918
Iteration [0], Loss: 0.004490629304200411
